품종,나이,산책시간(시간),체중,성별,중성화여부,색상,음수량,성별_라벨링,중성화_라벨링,크기,크기_라벨링
말티즈,2,0.8,3.0,M,N,백,195.0,1,0,소,0
말티즈,2,0.8,3.0,F,N,흰색,195.0,0,0,소,0
말티즈,2,0.8,3.2,M,Y,흰,208.0,1,1,소,0
말티즈,2,0.8,3.3,M,Y,흰색,214.5,1,1,소,0
말티즈,2,0.8,3.5,M,N,흰색,227.5,1,0,소,0
말티즈,2,0.8,4.0,M,N,흰색,260.0,1,0,소,0
말티즈,2,0.8,4.0,M,Y,흰색,260.0,1,1,소,0
말티즈,2,0.8,4.0,M,Y,백,260.0,1,1,소,0
말티즈,2,0.8,4.0,M,N,흰색,260.0,1,0,소,0
말티즈,2,0.8,4.0,M,Y,흰색,260.0,1,1,소,0
말티즈,2,0.8,4.0,M,N,흰,260.0,1,0,소,0
말티즈,2,0.8,4.2,M,N,흰,273.0,1,0,소,0
말티즈,2,0.8,4.2,M,Y,백색,273.0,1,1,소,0
말티즈,2,0.8,4.9,M,N,흰색,318.5,1,0,소,0
말티즈,2,0.8,5.0,F,N,흰색,325.0,0,0,소,0
말티즈,2,0.8,5.0,M,Y,흰색,325.0,1,1,소,0
말티즈,2,0.8,5.5,F,N,흰,357.5,0,0,소,0
말티즈,2,0.8,7.0,M,Y,흰색,455.0,1,1,소,0
말티즈,1,0.8,1.2,M,Y,흰색,78.0,1,1,소,0
말티즈,1,0.8,2.3,M,Y,흰색,149.5,1,1,소,0
말티즈,1,0.8,2.5,F,N,흰색,162.5,0,0,소,0
말티즈,1,0.8,2.7,F,N,흰색,175.5,0,0,소,0
말티즈,1,0.8,3.0,M,N,백,195.0,1,0,소,0
말티즈,1,0.8,3.2,M,Y,흰색,208.0,1,1,소,0
말티즈,1,0.8,3.5,M,Y,흰색,227.5,1,1,소,0
말티즈,1,0.8,3.5,M,N,백,227.5,1,0,소,0
말티즈,1,0.8,3.6,M,N,흰,234.0,1,0,소,0
말티즈,1,0.8,3.9,M,N,흰,253.5,1,0,소,0
말티즈,1,0.8,4.0,M,N,흰색,260.0,1,0,소,0
말티즈,1,0.8,4.0,M,N,백,260.0,1,0,소,0
말티즈,1,0.8,4.2,M,N,흰,273.0,1,0,소,0
말티즈,1,0.8,5.0,M,N,흰,325.0,1,0,소,0
말티즈,0,0.5,0.04,F,N,흰색,2.6,0,0,소,0
말티즈,0,0.5,0.04,M,N,흰색,2.6,1,0,소,0
말티즈,0,0.5,0.04,F,N,갈색,2.6,0,0,소,0
말티즈,0,0.5,0.05,M,N,흰색,3.25,1,0,소,0
말티즈,0,0.5,0.3,M,N,흰색,19.5,1,0,소,0
말티즈,0,0.5,0.3,F,N,흰색,19.5,0,0,소,0
말티즈,0,0.5,0.45,M,N,하양,29.25,1,0,소,0
말티즈,0,0.5,0.5,F,N,흰색,32.5,0,0,소,0
말티즈,0,0.5,0.5,F,N,흰색,32.5,0,0,소,0
말티즈,0,0.5,0.5,M,N,갈색,32.5,1,0,소,0
말티즈,0,0.5,0.5,F,N,갈색,32.5,0,0,소,0
말티즈,0,0.5,0.5,F,N,갈색/하양,32.5,0,0,소,0
말티즈,0,0.5,0.5,M,N,검정색,32.5,1,0,소,0
말티즈,0,0.5,0.5,M,N,검갈색,32.5,1,0,소,0
말티즈,0,0.5,0.5,F,N,흰색,32.5,0,0,소,0
말티즈,0,0.5,0.5,F,N,검갈색,32.5,0,0,소,0
말티즈,0,0.5,2.0,M,N,백,130.0,1,0,소,0
말티즈,0,0.5,3.1,M,N,백색,201.5,1,0,소,0
말티즈,0,0.5,3.5,M,N,흰색,227.5,1,0,소,0
말티즈,0,0.5,4.28,M,Y,백색,278.2,1,1,소,0
미니어쳐 푸들,12,0.5,2.0,F,N,갈색,130.0,0,0,소,0
미니어쳐 푸들,6,0.8,3.3,F,N,회갈,214.5,0,0,소,0
미니어쳐 푸들,4,0.8,3.8,F,N,검정색,247.0,0,0,소,0
미니어쳐슈나우저,12,0.5,5.4,M,Y,흰색,351.0,1,1,소,0
미니어쳐슈나우저,12,0.5,6.0,M,Y,흰색,390.0,1,1,소,0
미니어쳐슈나우저,12,0.5,6.1,M,Y,흰색,396.5,1,1,소,0
미니어쳐핀셔,13,0.5,2.5,M,Y,흑갈,162.5,1,1,소,0
미니어쳐핀셔,9,0.5,5.3,M,Y,흑갈색,344.5,1,1,소,0
미니어쳐핀셔,8,0.5,2.9,M,N,갈,188.5,1,0,소,0
미니어쳐핀셔,5,0.8,5.5,M,N,흑갈색,357.5,1,0,소,0
미니어쳐핀셔,3,0.8,2.0,M,N,흑갈,130.0,1,0,소,0
미니어쳐핀셔,3,0.8,2.0,M,N,흑갈,130.0,1,0,소,0
미니어쳐핀셔,3,0.8,6.0,M,N,흑갈,390.0,1,0,소,0
믹스견,0,0.8,0.05,M,N,흰색,3.25,1,0,소,0
믹스견,0,0.8,0.07,M,N,흰색,4.550000000000001,1,0,소,0
믹스견,0,0.8,0.07,M,N,흰색,4.550000000000001,1,0,소,0
믹스견,0,0.8,0.07,M,N,갈색,4.550000000000001,1,0,소,0
믹스견,0,0.8,0.1,M,N,백,6.5,1,0,소,0
믹스견,0,0.8,0.1,M,N,흰,6.5,1,0,소,0
믹스견,1,1.0,0.1,F,N,갈색,6.5,0,0,소,0
믹스견,1,1.0,0.1,M,N,"흰,갈색",6.5,1,0,소,0
믹스견,1,1.0,0.1,M,N,갈색,6.5,1,0,소,0
믹스견,0,0.8,0.2,M,N,흰색,13.0,1,0,소,0
믹스견,0,0.8,0.2,M,N,갈/검,13.0,1,0,소,0
믹스견,0,0.8,0.2,F,N,검정/하양,13.0,0,0,소,0
믹스견,0,0.8,0.2,M,N,검정,13.0,1,0,소,0
믹스견,0,0.8,0.2,M,N,노랑,13.0,1,0,소,0
믹스견,0,0.8,0.2,M,N,흰검,13.0,1,0,소,0
믹스견,0,0.8,0.2,M,N,흰,13.0,1,0,소,0
믹스견,0,0.8,0.3,M,N,흰색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,흰색,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,검갈색,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,검백색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,갈색,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,갈색,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,검은색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,검정/하양,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,흰색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,흰색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,갈흑,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,검정,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,검정,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,검정,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,검정,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,검정,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,회색,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,갈색,19.5,1,0,소,0
믹스견,0,0.8,0.3,M,N,하양,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,갈색,19.5,0,0,소,0
믹스견,0,0.8,0.3,M,N,흰색,19.5,1,0,소,0
믹스견,0,0.8,0.3,F,N,"흰,갈",19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,흰색,19.5,0,0,소,0
믹스견,0,0.8,0.3,F,N,갈색,19.5,0,0,소,0
믹스견,1,1.0,0.3,M,N,"갈색,흰색",19.5,1,0,소,0
믹스견,0,0.8,0.32,M,N,하양,20.8,1,0,소,0
믹스견,0,0.8,0.34,F,N,하양,22.1,0,0,소,0
믹스견,0,0.8,0.34,M,N,백색,22.1,1,0,소,0
믹스견,0,0.8,0.35,M,N,갈색,22.75,1,0,소,0
믹스견,0,0.8,0.35,M,N,갈색,22.75,1,0,소,0
믹스견,0,0.8,0.35,M,N,갈색,22.75,1,0,소,0
믹스견,0,0.8,0.35,F,N,검은색,22.75,0,0,소,0
믹스견,0,0.8,0.35,M,N,하양,22.75,1,0,소,0
믹스견,1,1.0,0.35,M,N,"갈색,검정색",22.75,1,0,소,0
믹스견,0,0.8,0.36,M,N,하양,23.4,1,0,소,0
믹스견,0,0.8,0.4,F,N,크림색,26.0,0,0,소,0
믹스견,0,0.8,0.4,F,N,갈색,26.0,0,0,소,0
믹스견,0,0.8,0.4,M,N,크림색,26.0,1,0,소,0
믹스견,0,0.8,0.4,F,N,하양,26.0,0,0,소,0
믹스견,0,0.8,0.4,F,N,흑갈색,26.0,0,0,소,0
믹스견,0,0.8,0.4,F,N,흰색,26.0,0,0,소,0
믹스견,0,0.8,0.4,M,N,흰색,26.0,1,0,소,0
믹스견,0,0.8,0.4,F,N,흰색,26.0,0,0,소,0
믹스견,0,0.8,0.42,M,N,하양,27.3,1,0,소,0
믹스견,0,0.8,0.42,F,N,하양,27.3,0,0,소,0
믹스견,0,0.8,0.45,M,N,갈색,29.25,1,0,소,0
믹스견,0,0.8,0.45,M,N,하양,29.25,1,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,검은색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,울프그레이,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,검정색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,검정색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,흑갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,검갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,검갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,F,N,검갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흑갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,크림색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,크림색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,크림색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,F,N,갈색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,검정,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,흰색,32.5,0,0,소,0
믹스견,0,0.8,0.5,F,N,검정색,32.5,0,0,소,0
믹스견,0,0.8,0.5,M,N,검갈색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.5,M,N,흰색,32.5,1,0,소,0
믹스견,0,0.8,0.6,M,N,호피무늬,39.0,1,0,소,0
믹스견,0,0.8,0.6,M,N,호피무늬,39.0,1,0,소,0
믹스견,0,0.8,0.6,M,N,호피무늬,39.0,1,0,소,0
믹스견,0,0.8,0.6,M,N,갈색,39.0,1,0,소,0
믹스견,0,0.8,0.6,F,N,호피무늬,39.0,0,0,소,0
믹스견,0,0.8,0.6,M,N,갈/흰,39.0,1,0,소,0
믹스견,0,0.8,0.6,M,N,갈/흰,39.0,1,0,소,0
믹스견,0,0.8,0.6,F,N,검정,39.0,0,0,소,0
믹스견,0,0.8,0.6,F,N,검정,39.0,0,0,소,0
믹스견,0,0.8,0.62,F,N,갈색,40.3,0,0,소,0
믹스견,0,0.8,0.64,F,N,갈색/하양,41.6,0,0,소,0
믹스견,0,0.8,0.68,M,N,크림색,44.2,1,0,소,0
믹스견,0,0.8,0.7,M,N,백색,45.5,1,0,소,0
믹스견,0,0.8,0.7,F,N,백색,45.5,0,0,소,0
믹스견,0,0.8,0.7,F,N,벡섹,45.5,0,0,소,0
믹스견,0,0.8,0.7,M,N,갈/흰,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,흰,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,흰색,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,검은색,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,크림색,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,갈색,45.5,1,0,소,0
믹스견,0,0.8,0.7,M,N,검정,45.5,1,0,소,0
믹스견,0,0.8,0.75,F,N,백흑,48.75,0,0,소,0
믹스견,0,0.8,0.78,F,N,옅은황색,50.7,0,0,소,0
믹스견,0,0.8,0.78,M,N,크림색,50.7,1,0,소,0
믹스견,0,0.8,0.8,M,N,백색,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,"크림색, 흑색",52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,갈색,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,갈색,52.0,1,0,소,0
믹스견,0,0.8,0.8,F,N,검/갈,52.0,0,0,소,0
믹스견,0,0.8,0.8,M,N,갈/흰,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,검정,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,백갈,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,검/흰,52.0,1,0,소,0
믹스견,0,0.8,0.8,M,N,갈색,52.0,1,0,소,0
믹스견,0,0.8,0.8,F,N,갈흑,52.0,0,0,소,0
믹스견,0,0.8,0.8,M,N,백갈흑,52.0,1,0,소,0
믹스견,0,0.8,0.8,F,N,갈색,52.0,0,0,소,0
믹스견,0,0.8,0.8,F,N,크림색,52.0,0,0,소,0
믹스견,0,0.8,0.8,M,N,검/갈/흰,52.0,1,0,소,0
믹스견,0,0.8,0.85,F,N,갈색,55.25,0,0,소,0
믹스견,0,0.8,0.9,M,N,백색,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,백색,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,검은색,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,갈색,58.5,1,0,소,0
믹스견,0,0.8,0.9,F,N,갈색,58.5,0,0,소,0
믹스견,0,0.8,0.9,F,N,갈색,58.5,0,0,소,0
믹스견,0,0.8,0.9,M,N,갈/흰,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,갈/흰,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,갈/흰,58.5,1,0,소,0
믹스견,0,0.8,0.9,F,N,검백색,58.5,0,0,소,0
믹스견,0,0.8,0.9,M,N,갈색,58.5,1,0,소,0
믹스견,0,0.8,0.9,M,N,검/갈/흰,58.5,1,0,소,0
믹스견,0,0.8,0.9,F,N,흰색,58.5,0,0,소,0
믹스견,0,0.8,0.92,M,N,갈/검/흰,59.800000000000004,1,0,소,0
믹스견,1,1.0,0.94,F,N,검갈색,61.099999999999994,0,0,소,0
믹스견,0,0.8,1.0,M,N,갈,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,크림색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"흑회색, 흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흑회색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,"크림색, 검정색",65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰+검 얼룩,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,검/흰,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,갈/흰,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈/흰,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흑갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,황갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,진한갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,진한갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,연갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰/갈,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,크림색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,검/갈/흰,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"검정색, 흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,크림색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흑갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"흑회색, 흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,검정,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈/검/흰,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,검정,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,짙은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,짙은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,옅은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,짙은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,짙은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"진한갈색,검정,흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,검정,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"흰색, 갈색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"흰색, 연갈색",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,"흰색, 검정색",65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흑갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흑회색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,화ㅇ색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,황색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,옅은갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,옅은 갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흑/갈,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"검정,흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,검정,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"흰색,검정",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,백갈,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흑회색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,검정색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,갈흑백,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,갈백흑,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈흑,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"갈색, 검정, 흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"갈색,검정,흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,황색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,크림색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,진갈,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,진갈,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,검정,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,백,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,베이지,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,"검정,갈색",65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"갈색,흰색",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,"흰색,갈색",65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,베이지,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"갈색,검정",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,"갈색,검정",65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,베이지,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,"흰색,검정,갈색",65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흰색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,짙은갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,"갈색,흰색",65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,짙은고동,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,"흰색,갈색,검정",65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,검은색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,흑갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,검백색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,호반색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰+회 얼룩,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,황색.검정,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,연한갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,연한갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,연한갈색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,호반,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,호반색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,검정색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,황갈색,65.0,0,0,소,0
믹스견,0,0.8,1.0,M,N,크림색,65.0,1,0,소,0
믹스견,0,0.8,1.0,M,N,크림색,65.0,1,0,소,0
믹스견,0,0.8,1.0,F,N,흰색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,크림색,65.0,0,0,소,0
믹스견,0,0.8,1.0,F,N,백,65.0,0,0,소,0
믹스견,1,1.0,1.0,F,N,흰색 회색얼룩,65.0,0,0,소,0
믹스견,1,1.0,1.0,F,N,회갈색,65.0,0,0,소,0
믹스견,1,1.0,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,1,1.0,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,1,1.0,1.0,M,N,갈색,65.0,1,0,소,0
믹스견,1,1.0,1.0,F,N,갈색,65.0,0,0,소,0
믹스견,1,1.0,1.0,F,N,흰색.황색,65.0,0,0,소,0
믹스견,0,0.8,1.02,F,N,검정/하양,66.3,0,0,소,0
믹스견,0,0.8,1.04,F,N,흰색&검정,67.60000000000001,0,0,소,0
